Statement,Disease
এই রক্ত আমাশার মতো রোগে মাছের ঝাঁক கணக்கில் মইরা যাইতাছে। এইবার তো আমার পথে বসা লাগব।,Hemorrhagic Septicemia
এইবার আর মাছ চাষের ব্যবসাই করুম না। এই এক রোগেই আমার কোমর ভাইঙ্গা দিছে।,Myxoboliasis
রুই মাছগুলার পেটের তলে রক্তের রেখা দেখা যায়। মাছগুলা কেমন জানি দুর্বল হইয়া গেছে।,Red Spot Disease
পেটটা ফুলি মাছটা এমন হইছে যে ও আর নিজের শরীরটারে काबूতে রাখতে পারে না।,Dropsy
এই মাছটারে আলতো কইরা ধরলিই পেট থাইকা দুর্গন্ধযুক্ত পানি বাইর হয়।,Dropsy
"এই পোকাগুলা যখন রক্ত খায়, তখন ওদের শরীরটাও কেমন জানি লালচে হইয়ে ফুলে ওঠে।",Argulosis
এই লাল দাগ একবার হইলে আর ভালো হয় না। মাছটা খালি দিনের পর দিন কষ্ট পাইয়া মরে।,Red Spot Disease
কানকোর অবস্থা এত খারাপ যে মাছটা আর কিছুই মুখে দেয় না।,Gill Rot
"মাছের পাখনাগুলা সব জুইড়া গেছে, মেলতেই পারে না। পাখনার উপ্রে সাদা সাদা ময়লা জমছে।",White Spot Disease
মাছের গায়ে যেন কেউ সাদা রঙের ফুলের বাগান বানাইছে। এই বাগানেই মাছের জীবন শেষ।,Saprolegniasis
এই ছত্রাকগুলার জন্যেই মাছের জীবনীশক্তি কইমা যাইতেছে। একটু সাঁতরাইলেই হাঁপাইয়া উঠে।,Saprolegniasis
পুকুরের তলায় এখন খালি মাছের খইসা পড়া পাখনা আর কাঁটা ছাড়া আর কিছুই নাই।,Fin and Tail Rot
ঠান্ডা পড়ার সাথে সাথেই মাছের গায়ে এই লাল ফোঁড়া ওঠা শুরু হইসে।,Epizootic Ulcerative Syndrome
"পানির মইধ্যেই দোষ আছে, নাইলে এত মাছের কানকো পচব ক্যান?",Gill Rot
পানির উপরে মাছগুলা কেমন জানি অস্থির হইয়া লাফালাফি করতাছে। কাছে যাইয়া দেখি সবগুলার গায়ে লাল ফুসকুড়ির মতো উঠছে।,Hemorrhagic Septicemia
"এই পোকাগুলা কামড় দিলে মাছটা টান দিয়া উঠে পড়ে, পানি থাইকাও বাহির হয়।",Argulosis
"আমার কৈ মাছগুলার শরীরটা কেমন জানি কুচকুচা কালা হইয়া গেছে, আর পেটটা ফুলা। এই মাছগুলার দিকে তাকাইলে ভয় লাগে।",Streptococcosis
আমার শখের গোল্ডফিশটার চোখ দুইটা গাব ফলের মতো ফুইলা আছে। মাছটা খালি এক কোণায় গিয়া বইসা থাকে।,Pop Eye
এই ঘা হইলে মাছের রক্ত এমন পাতলা হইয়া যায় যে কাইটা দিলে খালি পানি বাইর হয়।,Epizootic Ulcerative Syndrome
"মাছটা আর আগের মতো ছোটাছুটি করে না, লেজ নাই, ঘুরবে কি দিয়া?",Fin and Tail Rot
