comments,labels
Sms এর কেন এত বেশি আমার খুব জানতে ইচ্ছে করে,Availability
একটু বৃষ্টি আসলে আমার গ্রামীণ সীমের নেটওয়ার্ক বন্ধ হইয়া যায়। অনলাইনেই ডুকতে পারি না।,Network Issue
ছাগলনাইয়া শহরে নেটওয়ার্ক একটু কম থাকে?? আরো কয় একটা টাওয়ার লাগবে তাহলে নেটওয়ার্ক ভালো পাবো??,Network Issue
"এসএমএস এ লিখা ছিল ১২ জিবি ১৫০ টাকা,,,, দিলো ১০ জিবি ডাকাতি ভাই এগুলা",Mobile Financial Service Issue
86 টাকায় ৫০০ এসএমএস এটা কিভাবে করলেন..? এটা করা ঠিক হয়নি,Availability
আপনাদের নেটওয়ার্ক সমস্যার জন্য খুব বিপদে আছি।,Network Issue
"বৃষ্টি হলেই আমার এলাকায় 3জি নেটওয়ার্ক থাকেই না, , কারন টা কি?",Network Issue
আপনাদের সিমে টাকা উঠালেই থাকে না কেন থাকে না তাও জানি। আর ২০ টাকা হাওলাত নিলে ৪০ টাকা কেটে নেন এটাই আপনাদের সার্ভিস। সুদ খান আবার বড় বড় পোস্ট,Mobile Financial Service Issue
আপ্নাদের নেট রে তুত তুত,Network Issue
"এত আবেগ ভালোবাসা বুঝি না। ইন্টারনেটের দাম কমাতে হবে, কল রেট কমাতে হবে, না হয় সিম বেডের নিচে পড়ে আছে, থাকবেও।",Availability
নেটওয়ার্ক এর এতো সমস্যা কেন,Network Issue
স্পিডের চু* দনে ১ মিনিটে ৪ বার কলড্রপ হয়,Network Issue
কল রেট অনেক বেরে গিয়েছে কমাতে হবে,Availability
"হালার ঘরের হালারা ,বা,,,,,,লের,,, নেটওয়ার্ক।আগে নেটওয়ার্ক কানেকশন ঠিক করো।",Network Issue
সিম কি প্রিপেইড না পোস্টপেইড?,Promotional
আপনাদে গলা কাটা ধান্দা করছেন। তার পর কল সেন্টারে কল করলে সমাধান দিতে। অপেক্ষা য় থাকতে থাকতে আর ১.৫-২ মিনিট। পরে বলেন আমরা আন্তরিক ভাবে দুঃখ প্রকাশ করছি। বাহ সাবাস আবাল মার্কা *** দেশ,Call Center Issue
"অথচ আপনাদের হেড অফিস থেকে মাত্র ৭ কিলোমিটার দূরে (N block, Bashundhara Residential area) নেটওয়ার্ক পাওয়া যায় না। দু:খ রাখি কোথায়?",Network Issue
